Product_Code,Normalized_Code,Source_URL,OEM_No,Vehicle,HS_Code,Weight_kg,Image_URL,Lifecycle_Status,Lifecycle_Note,Replacement_Out,Replacement_In,Changed
C1041,C1041,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c1041_mann-filter.html,000 4591 V 001,SMART (daimler Ag),84213100,0.065,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/039.jpg,active,,,,yes
C10361,C10361,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c1036/1_mann-filter.html,"000 1024 V 001, 000 3123 V 007, 000 3124 V 001",SMART (daimler Ag),84213100,0.063,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/039.jpg,active,,,,yes
C1049,C1049,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c1049_mann-filter.html,,RIETSCHLE,84213100,0.162,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/039.jpg,active,,,,yes
C10362,C10362,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c1036/2_mann-filter.html,"160 094 01 04, A 160 094 01 04, 000 9996 V 001, 000 9997 V 001",SMART (daimler Ag),84213100,0.07,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/039.jpg,active,,,,yes
C10431,C10431,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c1043/1_mann-filter.html,"3-69207, 267 3698, 405819024, 405819124, 216 5021, 216 5024, 4700238556, 1427 101 0140 00, 1427-10101400/A, 142710101400, 1427101014E11, 4058/19124, 314530360, 314531054","AEBI TRAKTOREN (CH) TP, ATLAS (TEREX) AB 04, DYNAPAC-WINGET, ISEKI, PNEUMOFORE, SCHAEFF",84213100,0.3,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/039.jpg,active,,,,yes
C11003,C11003,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c11003_mann-filter.html,"72280475, 72285431, 84221831, 87643356, 72285-432, 72285-433, PW02P000103A, PW11P00009S003, T0270-16320, T0270-16321, T027016320, T027016321, T1270-16320, TC020-16320, TC020-16324, TO270-16320, TO270-16321, 10400511200, 72285861, 87643355","CASE CONSTRUCTION, KOBELCO, KUBOTA, MAHINDRA, NEW HOLLAND CONSTRUCTION E",84213100,0.51,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/039.jpg,active,,,,yes
C105,C105,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c105_mann-filter.html,3515175,Volvo,84213100,0.031,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/056.jpg,active,,,,yes
C11004,C11004,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c11004_mann-filter.html,"54-1574111083, 200045A1, 32030060, 32040012, 1560-103-202-40, 1560-103-202-50, 1560-103-20250A, PY11P00001S002, 3EB0125830, 3EC0125830, Z76-01-25-830, Z760125830, 15 741-1108-0, 15741-11083, 15741-11084, 1574111081, 16414-11012, 1754111081, 565373","GIANNI FERRARI, ISEKI, KUBOTA, MANITOU, NEUSON (wacker Neuson) DUMPER, SCHAEFFER",84213100,0.472,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/039.jpg,active,,,,yes
C11005,C11005,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c11005_mann-filter.html,"AM108243, AT110770, 6C040-94240","JOHN DEERE, KUBOTA, YANMAR",84213100,0.305,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/039.jpg,active,,,,yes
C11008,C11008,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c11008_mann-filter.html,"11707077, 11707077-1",Volvo,84213100,0.112,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/039.jpg,active,,,,yes
C11020,C11020,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c11020_mann-filter.html,"3607884M92, 1650-104-203-00, 1650-104-20300A, 165010420310, Q16501042031, 3EA01-31830",ISEKI DECK,84213100,0.314,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/039.jpg,active,,,,yes
C11007,C11007,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c11007_mann-filter.html,28113-B9500,HYUNDAI,84213100,0.21,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/057.jpg,active,,,,yes
C11100,C11100,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c11100_mann-filter.html,"3-69217, 131 9141, 682430, 23487929, 54516075, 80804826, IEX4002812, 32/926059, EPC046519, K3181-82240, K3181-82241, 000 983 9002, 16546-FA01A, 55071773, 89732099, 5.501.660.947, 750 115 577, 80858384","BOGE S -, DOOSAN COMPRESSORS, HAMM (wirtgen Group), HOLDER TRAKTOREN, INGERSOLL-RAND, KUBOTA, LINDE, PNEUMOFORE",84213100,0.239,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/039.jpg,active,,,,yes
C11040,C11040,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c11040_mann-filter.html,,,84213100,0.162,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/057.jpg,active,,,,yes
C111032,C111032,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c11103/2_mann-filter.html,"6191515M1, 09973, 1-952583, 1210171, 1210175, 59-2175124, 44509005, 291 1788, 450120400, 2175124, 15951087 B, 057 301 33, 057 301 36, 1930591, 73184170, 1978561, 267-6398, 4272304, 499361, 470093802, 4700939802, 939802, Y05765602, 165293, 321201111001, 3212011111001, 364001101001, 781360775631, 8540 0646, 92847490, MOT9103, 32/925348, EPP772578, 500 2275 1, 520 3485 8, 37A0112110, Z76AFAXE05, Z76AFAXEK5, 000 080 9510, 1000052549, W21CK-T0480, 635190, VP125395, 366.08105, 104.2175.1240, 2175.124, 2175.124.S, 554811, TRB210003, 6513309M1, EK10350, 290 6661, 26 510 362, 901046, B005660, 5.501.648.497, 9976518, 561084, 68561084, 1583 1559 A, 17311745A, 5501648497, E6513309M1, 11716462, 20002903254, 7415256, 100 000 4566, 100 023 1364, 555 977 2578","AMMANN, DYNAPAC-WINGET, LANDINI (ARGO), NEUSON (wacker Neuson), WACKER NEUSON WL, WEIDEMANN (wacker Neuson), WINGET, DYNAPAC",84213100,0.591,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/039.jpg,active,,,,yes
C1112,C1112,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c1112_mann-filter.html,"00 43 5 24, 13 72 0 043 524, 13 72 1 043 524, 13 72 1 250 388, 13 72 1 250 389, 24 01 0 829 013, 801 195 135, 527 306 00, 0746-779, 000 983 9010, 511 7081-14, 81.54131-0001, 010 8177, 4201 141 0300, CH- 12953","BECKER-KOMPRESSOREN, BUSCH VACUUM PUMPS, LINDE, RIETSCHLE",84213100,0.17,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/039.jpg,active,,,,yes
C 1111/1,C11111,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c1111/1_mann-filter.html,"680400728, 03048, 205 653, 06804/00728",Volvo,842131,0.154,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/039.jpg,discontinued,Not in production since 2015-05 according to MANN-FILTER source.,,,yes
C 11 100/2,C111002,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c11100/2_mann-filter.html,,,842131,0.287,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/039.jpg,discontinued,Not in production since 2018-09 according to MANN-FILTER source.,,,yes
C 11 103,C11103,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c11103_mann-filter.html,,OFF-HIGHWAY APPLICATIONS,842131,0.891,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/039.jpg,discontinued,Replacement code: C 11 103/2. Not in production since 2012-06 according to MANN-FILTER source.,C 11 103/2,,yes
C11120,C11120,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c11120_mann-filter.html,"668 094 00 04, 668 094 01 04, 668 094 02 04, 668 094 03 04, 668 094 03 04 64, A 668 094 00 04, A 668 094 01 04, A 668 094 02 04, A 668 094 03 04, A 668 094 03 04 64",Mercedes-Benz,84213100,0.296,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/039.jpg,active,,,,yes
C1121,C1121,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c1121_mann-filter.html,"13 71 2 345 232, 13 71 8 534 200",BMW,84213100,0.053,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/056.jpg,active,,,,yes
C11121,C11121,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c1112/1_mann-filter.html,,OFF-HIGHWAY APPLICATIONS,84213100,0.442,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/039.jpg,active,,,,yes
C1131,C1131,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c1131_mann-filter.html,"112 076 74, 9288 8718, 9358 5495","BALMA COMPRESSORS GALAXY -, INGERSOLL-RAND SSRM -",84213100,0.163,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/039.jpg,active,,,,yes
C11122,C11122,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c1112/2_mann-filter.html,,"BASE VAC, BECKER-KOMPRESSOREN",84213100,0.132,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/039.jpg,active,,,,yes
C11127,C11127,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c1112/7_mann-filter.html,"2-80199175, 4-26916807",AMMANN,84213100,0.184,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/039.jpg,active,,,,yes
C1132,C1132,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c1132_mann-filter.html,"0223889, 223889, 295 040 36, 81.08304-0042, 8803777","BECKER-KOMPRESSOREN, BOGE S -, RIETSCHLE",84213100,0.172,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/039.jpg,active,,,,yes
C1134,C1134,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c1134_mann-filter.html,"10P-1873, 3I1078, 971216, 3735501, 668788, 783394, 783407, 880044, 250445, 3000111, 110-9662.02, 946-2011.10",CLARK EQUIPMENT,84213100,0.266,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/039.jpg,active,,,,yes
C1140,C1140,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c1140_mann-filter.html,"0170.6600.1, 22173538, 8817 1913, 8821 0620, 8925 9329, 89259326, 000 989 13 11, A 000 989 13 11, 68524775, 24003664","Evobus, Mercedes-Benz, Setra",84213100,0.05,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/039.jpg,active,,,,yes
C11311,C11311,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c1131/1_mann-filter.html,"39588462, 92888176, 92888178, 92888716, ZS1211905",DOOSAN COMPRESSORS,84213100,0.175,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/039.jpg,active,,,,yes
C11341,C11341,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c1134/1_mann-filter.html,910 700 32 47,"FSM POLEN, TRABANT",84213100,0.21,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/039.jpg,active,,,,yes
C 1132/1,C11321,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c1132/1_mann-filter.html,F 312 880 032 051,Fendt,842131,0.218,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/039.jpg,discontinued,Not in production since 2015-12 according to MANN-FILTER source.,,,yes
C1150,C1150,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c1150_mann-filter.html,"5003 611, 5004 470, A 770 X 9601 BFA, A 780 X 9601 TA, 7988085, 9974323, 101-9170.45, 105-0402.30, 110-9462.00, 110-9462.01, 110-9462.02, 110-9482.01, 946-2001.10, LP 2038",Skoda,84213100,0.238,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/039.jpg,active,,,,yes
C 1145/5,C11455,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c1145_mann-filter.html,,,842131,0.244,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/039.jpg,discontinued,Not in production since 2012-11 according to MANN-FILTER source.,,,yes
C 1140/1,C11401,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c1140/1_mann-filter.html,"89 707 63960-S, 548970763960, 17210-ZC6-003, 17210-ZC6-013, 3044227, 1480-104-2070-0, 8970763960, VV12935012900, YM129350-12900, 6640958, 16546-05H10, 124756-12510, 124756-12511, 129350-12900","BOBCAT, IHI CONSTRUCTION MACHINERY, ISEKI, KOBELCO, KOMATSU PC, MENZI MUCK, YANMAR",842131,0.443,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/039.jpg,discontinued,Not in production since 2016-03 according to MANN-FILTER source.,,,yes
C11456,C11456,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c1145/6_mann-filter.html,"1444 Q9, 16546-00QAG, 77 01 039 857, 77 01 043 709, 77 01 065 985","Nissan, Renault",84213100,0.196,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/039.jpg,active,,,,yes
C1157,C1157,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c1157_mann-filter.html,CH- 13549,"FICHTEL, PNEUMOFORE",84213100,0.435,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/039.jpg,active,,,,yes
C1176,C1176,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c1176_mann-filter.html,"F 01 085 385, 7354867",Volvo,84213100,0.307,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/039.jpg,active,,,,yes
C118,C118,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c118_mann-filter.html,"002 094 46 04, A 002 094 46 04",Mercedes-Benz,84213100,0.044,https://cdn.spareto.com/variants/images/000/633/589/original/converted-20230219-418386-ase10m.jpg?1676763888,active,,,,yes
C11763,C11763,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c1176/3_mann-filter.html,"1-921430, 96006348, 400308015, 6A-4604, 007 469 10, 432 608 00, 02165029, 0746-910, F 135 201 090 020, 5004 264, 9974200, 000 983 9012, 79-029, 020 608, 025 76 52, 000 993 11 06, 000 993 30 06, 9931106, 000 9839 012V, 04003/08015, 765 568, 00 03 563 616, 5.501.657.201, 0 141 790, 1 141 790, 141 790, 2137030, 070 129 620, 113 129 620 A, CH- 12397, 00 213 7030, 00 213 70303",Still,84213100,0.48,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/039.jpg,active,,,,yes
C11764,C11764,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c1176/4_mann-filter.html,"1-921430, 96006348, 400308015, 6A-4604, 02165029, 0746-910, F 135 201 090 020, 000 983 9012, 79-029, 025 76 52, 1 141 790, 2137030",Still,84213100,0.47,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/039.jpg,active,,,,yes
C1184,C1184,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/c1184_mann-filter.html,"1444 E7, 1444 F2, 1444 J7, 1444 WA, 1444 WE, 94014 459.68, 95658 437, 95658 483, 1444 11, 1444 E6, 1444 F1, 1445 26, 1445 96","CITROEN, PEUGEOT 205 306 309 405",84213100,0.278,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/039.jpg,active,,,,yes
